CMDLINE C:\Users\Honor\AppData\Local\Programs\Python\Python312\python.exe script.py --N 100
MEM 1.875000 1754391989.1511
MEM 16.382812 1754391989.2517
MEM 23.160156 1754391989.3527
MEM 28.128906 1754391989.4537
MEM 32.683594 1754391989.5542
MEM 36.875000 1754391989.6547
MEM 43.316406 1754391989.7559
MEM 47.707031 1754391989.8565
MEM 52.285156 1754391989.9572
MEM 60.761719 1754391990.0574
MEM 68.667969 1754391990.1585
MEM 70.796875 1754391990.2588
MEM 70.898438 1754391990.3595
MEM 71.027344 1754391990.4603
MEM 75.523438 1754391990.5612
MEM 81.269531 1754391990.6614
MEM 84.523438 1754391990.7618
MEM 86.148438 1754391990.8626
MEM 88.507812 1754391990.9630
MEM 88.734375 1754391991.0635
MEM 88.839844 1754391991.1639
MEM 88.843750 1754391991.2647
MEM 88.980469 1754391991.3653
MEM 90.562500 1754391991.4659
MEM 89.042969 1754391991.5666
MEM 90.851562 1754391991.6668
MEM 89.144531 1754391991.7673
MEM 89.144531 1754391991.8683
MEM 89.902344 1754391991.9694
MEM 89.300781 1754391992.0699
MEM 89.300781 1754391992.1708
MEM 90.140625 1754391992.2716
MEM 89.769531 1754391992.3726
MEM 89.492188 1754391992.4729
MEM 89.492188 1754391992.5734
MEM 89.554688 1754391992.6745
MEM 89.554688 1754391992.7747
MEM 90.371094 1754391992.8755
MEM 89.679688 1754391992.9758
MEM 89.742188 1754391993.0762
MEM 91.765625 1754391993.1764
MEM 91.152344 1754391993.2768
MEM 89.867188 1754391993.3773
MEM 89.992188 1754391993.4778
MEM 89.992188 1754391993.5786
MEM 89.992188 1754391993.6792
MEM 90.054688 1754391993.7794
MEM 91.351562 1754391993.8797
MEM 90.179688 1754391993.9805
MEM 90.179688 1754391994.0814
MEM 92.019531 1754391994.1816
MEM 90.242188 1754391994.2827
MEM 90.367188 1754391994.3839
MEM 92.000000 1754391994.4849
MEM 90.429688 1754391994.5856
MEM 90.429688 1754391994.6863
MEM 90.554688 1754391994.7866
MEM 90.554688 1754391994.8871
MEM 90.679688 1754391994.9878
MEM 90.679688 1754391995.0885
MEM 90.679688 1754391995.1895
MEM 90.742188 1754391995.2906
MEM 90.742188 1754391995.3911
MEM 90.867188 1754391995.4919
MEM 90.867188 1754391995.5924
MEM 90.929688 1754391995.6932
MEM 90.929688 1754391995.7938
MEM 92.691406 1754391995.8950
MEM 93.035156 1754391995.9956
MEM 91.121094 1754391996.0966
MEM 91.812500 1754391996.1976
MEM 91.246094 1754391996.2985
MEM 91.246094 1754391996.3991
MEM 91.246094 1754391996.4998
MEM 91.371094 1754391996.6002
MEM 91.371094 1754391996.7006
MEM 91.433594 1754391996.8015
MEM 91.433594 1754391996.9026
MEM 91.558594 1754391997.0038
MEM 91.558594 1754391997.1047
MEM 91.769531 1754391997.2056
MEM 91.625000 1754391997.3060
MEM 91.750000 1754391997.4065
MEM 92.441406 1754391997.5077
MEM 91.812500 1754391997.6083
MEM 91.812500 1754391997.7087
MEM 92.011719 1754391997.8096
MEM 91.937500 1754391997.9108
MEM 91.937500 1754391998.0118
MEM 92.074219 1754391998.1120
MEM 92.062500 1754391998.2126
MEM 92.125000 1754391998.3137
MEM 92.125000 1754391998.4147
MEM 92.250000 1754391998.5153
MEM 92.250000 1754391998.6156
MEM 92.312500 1754391998.7164
MEM 92.312500 1754391998.8169
MEM 92.437500 1754391998.9176
MEM 92.437500 1754391999.0187
MEM 92.500000 1754391999.1188
MEM 92.500000 1754391999.2198
MEM 92.500000 1754391999.3207
MEM 92.625000 1754391999.4211
MEM 94.257812 1754391999.5221
MEM 92.750000 1754391999.6227
MEM 92.750000 1754391999.7238
MEM 93.867188 1754391999.8245
MEM 92.812500 1754391999.9249
MEM 93.628906 1754392000.0255
MEM 92.945312 1754392000.1264
MEM 93.000000 1754392000.2271
MEM 95.171875 1754392000.3274
MEM 92.929688 1754392000.4278
MEM 93.125000 1754392000.5280
MEM 93.816406 1754392000.6291
MEM 93.183594 1754392000.7300
MEM 93.191406 1754392000.8304
MEM 95.492188 1754392000.9314
MEM 93.125000 1754392001.0317
MEM 93.445312 1754392001.1324
MEM 93.445312 1754392001.2336
MEM 93.511719 1754392001.3343
MEM 93.511719 1754392001.4353
MEM 93.832031 1754392001.5358
MEM 93.636719 1754392001.6367
MEM 93.855469 1754392001.7379
MEM 93.699219 1754392001.8383
MEM 93.699219 1754392001.9390
MEM 93.824219 1754392002.0393
MEM 94.644531 1754392002.1403
MEM 93.886719 1754392002.2408
MEM 93.886719 1754392002.3410
MEM 94.011719 1754392002.4422
MEM 94.011719 1754392002.5427
MEM 94.136719 1754392002.6430
MEM 94.136719 1754392002.7433
