CMDLINE C:\Users\Honor\AppData\Local\Programs\Python\Python312\python.exe script.py --N 50
MEM 1.648438 1754392189.3038
MEM 17.136719 1754392189.4051
MEM 25.101562 1754392189.5058
MEM 30.285156 1754392189.6062
MEM 35.386719 1754392189.7066
MEM 41.367188 1754392189.8070
MEM 45.546875 1754392189.9077
MEM 50.152344 1754392190.0089
MEM 56.867188 1754392190.1097
MEM 65.589844 1754392190.2106
MEM 71.082031 1754392190.3118
MEM 75.753906 1754392190.4121
MEM 80.640625 1754392190.5125
MEM 84.613281 1754392190.6135
MEM 85.964844 1754392190.7139
MEM 88.269531 1754392190.8142
MEM 88.492188 1754392190.9144
MEM 90.511719 1754392191.0148
MEM 88.605469 1754392191.1151
MEM 88.730469 1754392191.2157
MEM 88.730469 1754392191.3167
MEM 88.855469 1754392191.4170
MEM 88.859375 1754392191.5177
MEM 88.863281 1754392191.6181
MEM 88.925781 1754392191.7187
MEM 88.925781 1754392191.8198
MEM 89.050781 1754392191.9200
MEM 89.050781 1754392192.0209
MEM 89.113281 1754392192.1212
MEM 89.113281 1754392192.2224
MEM 89.242188 1754392192.3229
MEM 89.242188 1754392192.4235
MEM 90.390625 1754392192.5237
MEM 89.304688 1754392192.6241
MEM 89.429688 1754392192.7250
MEM 91.769531 1754392192.8255
MEM 89.605469 1754392192.9262
MEM 89.554688 1754392193.0268
MEM 89.554688 1754392193.1274
MEM 90.996094 1754392193.2278
MEM 89.617188 1754392193.3289
MEM 91.339844 1754392193.4296
MEM 90.953125 1754392193.5307
MEM 89.804688 1754392193.6313
MEM 89.804688 1754392193.7322
MEM 89.929688 1754392193.8326
MEM 89.929688 1754392193.9333
MEM 89.992188 1754392194.0341
MEM 89.992188 1754392194.1344
MEM 90.117188 1754392194.2350
MEM 90.117188 1754392194.3353
MEM 92.414062 1754392194.4364
MEM 90.242188 1754392194.5376
MEM 90.304688 1754392194.6379
MEM 90.304688 1754392194.7390
MEM 92.277344 1754392194.8393
MEM 91.046875 1754392194.9401
MEM 90.429688 1754392195.0413
MEM 92.859375 1754392195.1425
MEM 90.855469 1754392195.2431
MEM 90.578125 1754392195.3437
MEM 91.769531 1754392195.4442
MEM 90.679688 1754392195.5449
MEM 90.679688 1754392195.6462
MEM 92.335938 1754392195.7473
MEM 92.976562 1754392195.8482
MEM 90.929688 1754392195.9489
MEM 90.929688 1754392196.0493
MEM 90.992188 1754392196.1500
MEM 90.992188 1754392196.2509
MEM 91.117188 1754392196.3513
MEM 91.117188 1754392196.4520
MEM 91.808594 1754392196.5530
MEM 91.179688 1754392196.6534
MEM 91.179688 1754392196.7539
MEM 93.476562 1754392196.8542
MEM 92.500000 1754392196.9553
MEM 91.367188 1754392197.0563
MEM 91.562500 1754392197.1572
MEM 92.585938 1754392197.2581
MEM 91.492188 1754392197.3592
MEM 91.617188 1754392197.4603
MEM 91.617188 1754392197.5614
MEM 91.683594 1754392197.6619
MEM 91.683594 1754392197.7622
MEM 91.808594 1754392197.8632
MEM 91.808594 1754392197.9642
MEM 91.871094 1754392198.0648
MEM 91.871094 1754392198.1651
MEM 91.871094 1754392198.2659
MEM 91.996094 1754392198.3671
MEM 91.996094 1754392198.4682
MEM 92.058594 1754392198.5692
MEM 92.058594 1754392198.6696
MEM 92.183594 1754392198.7707
MEM 92.183594 1754392198.8715
MEM 92.308594 1754392198.9721
MEM 92.308594 1754392199.0728
MEM 92.371094 1754392199.1739
MEM 92.371094 1754392199.2741
MEM 92.496094 1754392199.3750
MEM 92.496094 1754392199.4752
MEM 92.558594 1754392199.5758
MEM 92.558594 1754392199.6765
MEM 92.558594 1754392199.7776
MEM 92.683594 1754392199.8787
MEM 92.683594 1754392199.9789
MEM 92.746094 1754392200.0801
MEM 92.746094 1754392200.1813
MEM 92.871094 1754392200.2823
MEM 92.871094 1754392200.3831
MEM 92.996094 1754392200.4835
MEM 92.996094 1754392200.5838
MEM 93.058594 1754392200.6841
MEM 93.058594 1754392200.7843
MEM 93.183594 1754392200.8854
MEM 93.183594 1754392200.9861
MEM 93.250000 1754392201.0872
MEM 93.250000 1754392201.1879
MEM 93.250000 1754392201.2881
MEM 93.375000 1754392201.3892
MEM 93.375000 1754392201.4894
MEM 93.437500 1754392201.5899
MEM 93.437500 1754392201.6902
MEM 93.562500 1754392201.7909
MEM 93.562500 1754392201.8916
MEM 93.687500 1754392201.9920
MEM 93.687500 1754392202.0925
MEM 93.949219 1754392202.1936
MEM 93.750000 1754392202.2943
MEM 93.875000 1754392202.3954
MEM 94.628906 1754392202.4959
MEM 94.035156 1754392202.5964
MEM 93.937500 1754392202.6971
MEM 94.062500 1754392202.7978
MEM 94.062500 1754392202.8985
MEM 94.062500 1754392202.9991
MEM 94.125000 1754392203.1003
MEM 94.125000 1754392203.2006
MEM 94.250000 1754392203.3013
MEM 94.250000 1754392203.4021
MEM 95.335938 1754392203.5028
MEM 94.375000 1754392203.6032
MEM 96.214844 1754392203.7040
MEM 96.359375 1754392203.8046
MEM 94.562500 1754392203.9054
MEM 96.843750 1754392204.0060
MEM 95.828125 1754392204.1066
MEM 94.617188 1754392204.2076
MEM 94.753906 1754392204.3082
MEM 96.351562 1754392204.4089
MEM 94.753906 1754392204.5095
MEM 94.816406 1754392204.6104
MEM 94.816406 1754392204.7113
MEM 94.941406 1754392204.8123
MEM 94.941406 1754392204.9134
MEM 95.066406 1754392205.0140
MEM 95.066406 1754392205.1143
MEM 95.128906 1754392205.2154
MEM 95.128906 1754392205.3157
MEM 95.253906 1754392205.4158
MEM 95.253906 1754392205.5167
MEM 95.316406 1754392205.6170
MEM 95.316406 1754392205.7175
MEM 95.441406 1754392205.8180
MEM 95.441406 1754392205.9183
MEM 95.441406 1754392206.0193
MEM 95.503906 1754392206.1195
MEM 95.503906 1754392206.2203
MEM 96.320312 1754392206.3214
MEM 95.628906 1754392206.4221
MEM 95.753906 1754392206.5233
MEM 95.753906 1754392206.6239
MEM 95.816406 1754392206.7251
MEM 95.816406 1754392206.8260
MEM 95.941406 1754392206.9267
MEM 95.941406 1754392207.0279
MEM 96.003906 1754392207.1285
MEM 96.003906 1754392207.2292
MEM 96.003906 1754392207.3298
MEM 96.128906 1754392207.4301
MEM 96.128906 1754392207.5304
MEM 96.191406 1754392207.6311
MEM 96.191406 1754392207.7322
MEM 96.316406 1754392207.8336
MEM 96.316406 1754392207.9341
MEM 96.441406 1754392208.0344
MEM 96.441406 1754392208.1349
MEM 96.503906 1754392208.2351
MEM 96.503906 1754392208.3357
MEM 96.582031 1754392208.4360
MEM 96.582031 1754392208.5365
MEM 96.691406 1754392208.6366
MEM 96.691406 1754392208.7376
MEM 96.691406 1754392208.8382
MEM 96.816406 1754392208.9394
MEM 96.816406 1754392209.0398
MEM 96.878906 1754392209.1407
